Country Name;Country Code;Region;IncomeGroup;Year;Life Expectancy World Bank;Prevelance of Undernourishment;CO2;Health Expenditure %;Education Expenditure %;Unemployment;Corruption;Sanitation
Luxembourg;LUX;Europe & Central Asia;High income;2007;79,38;2,5;11110;6,23;3,78;4,07;3;91,11
Equatorial Guinea;GNQ;Sub-Saharan Africa;Upper middle income;2005;54,45;4,8;8320;1,5;3,78;8,75;3;28,49
Luxembourg;LUX;Europe & Central Asia;High income;2006;79,29;2,5;11720;6,71;3,78;4,73;3;91,08
Luxembourg;LUX;Europe & Central Asia;High income;2008;80,54;2,5;11020;6,54;3,78;5,06;3;91,14
Bahrain;BHR;Middle East & North Africa;High income;2002;74,82;4,8;17220;3,85;3,78;1,11;3;70,6
Djibouti;DJI;Middle East & North Africa;Lower middle income;2004;57,68;34,7;400;3,32;9,26;27,85;3;24,88
Luxembourg;LUX;Europe & Central Asia;High income;2009;80,64;2,5;10440;7,34;3,78;5,12;3;91,78
Suriname;SUR;Latin America & Caribbean;Upper middle income;2010;70,47;7,3;1740;5,03;3,78;7,15;3;28,53
Comoros;COM;Sub-Saharan Africa;Lower middle income;2014;63,21;4,8;170;5,23;2,74;8,14;2,5;28,49
Luxembourg;LUX;Europe & Central Asia;High income;2010;80,63;2,5;11030;7,03;3,78;4,36;3;92,42
Suriname;SUR;Latin America & Caribbean;Upper middle income;2011;70,68;7,4;1950;4,72;3,78;7,54;3;28,2
Bhutan;BTN;South Asia;Lower middle income;2007;66,71;4,8;320;4,09;3,78;3,7;4;64,71
Equatorial Guinea;GNQ;Sub-Saharan Africa;Upper middle income;2006;54,64;4,8;9370;1,52;3,78;8,71;3;28,49
Qatar;QAT;Middle East & North Africa;High income;2005;78,25;4,8;38540;2,56;3,97;0,87;3;71,1
Luxembourg;LUX;Europe & Central Asia;High income;2011;80,99;2,5;10900;6,11;3,78;4,9;3;93,06
Comoros;COM;Sub-Saharan Africa;Lower middle income;2015;63,47;4,8;190;4,6;2,55;8,14;2,5;28,49
Suriname;SUR;Latin America & Caribbean;Upper middle income;2012;70,85;7,4;2440;4,59;3,78;8,1;3;27,87
Djibouti;DJI;Middle East & North Africa;Lower middle income;2005;57,99;31,3;430;3,22;8,37;27,72;2,5;25,71
Bhutan;BTN;South Asia;Lower middle income;2008;67,33;4,8;300;3,38;4,91;3,65;4;64,96
Comoros;COM;Sub-Saharan Africa;Lower middle income;2016;63,7;4,8;220;4,65;3,78;8,1;2,5;28,49
Luxembourg;LUX;Europe & Central Asia;High income;2012;81,39;2,5;10690;5,58;3,88;5,14;3;93,7
Equatorial Guinea;GNQ;Sub-Saharan Africa;Upper middle income;2007;54,84;4,8;8540;1,57;3,78;8,65;3;28,49
Comoros;COM;Sub-Saharan Africa;Lower middle income;2018;64,12;4,8;300;4,9;3,78;8,08;2,5;28,49
Bhutan;BTN;South Asia;Lower middle income;2009;67,88;4,8;320;3,55;4,74;3,96;4,5;64,78
Luxembourg;LUX;Europe & Central Asia;High income;2013;81,8;2,5;10150;5,53;3,78;5,85;3;94,34
Comoros;COM;Sub-Saharan Africa;Lower middle income;2017;63,91;4,8;280;5,27;3,78;8,09;2,5;28,49
Comoros;COM;Sub-Saharan Africa;Lower middle income;2019;64,32;4,8;320;5,17;3,78;8,08;2,5;28,49
Suriname;SUR;Latin America & Caribbean;Upper middle income;2013;71;7,1;2290;4,8;3,78;6,6;3;27,53
Equatorial Guinea;GNQ;Sub-Saharan Africa;Upper middle income;2008;55,07;4,8;9780;1,83;3,78;8,5;3;28,49
Luxembourg;LUX;Europe & Central Asia;High income;2014;82,23;2,5;9650;5,44;3,86;5,85;3;94,98
Bahrain;BHR;Middle East & North Africa;High income;2003;75;4,8;17940;3,99;3,78;1,09;3;71,81
Djibouti;DJI;Middle East & North Africa;Lower middle income;2006;58,34;27,3;430;3,48;8,28;27,57;2,5;26,52
Bhutan;BTN;South Asia;Lower middle income;2010;68,38;4,8;400;3,56;4,12;3,32;4,5;64,56
Luxembourg;LUX;Europe & Central Asia;High income;2015;82,29;2,5;9130;5,28;3,77;6,67;3;95,62
Solomon Islands;SLB;East Asia & Pacific;Lower middle income;2001;67,82;13,3;250;6,61;3,78;1,91;3;28,49
Luxembourg;LUX;Europe & Central Asia;High income;2016;82,69;2,5;8850;5,19;3,78;6,29;3;96,26
Bhutan;BTN;South Asia;Lower middle income;2011;68,84;4,8;590;3,35;4,77;3,23;4,5;64,3
Suriname;SUR;Latin America & Caribbean;Upper middle income;2014;71,13;7,3;2620;4,84;3,78;6,94;3;27,19
Equatorial Guinea;GNQ;Sub-Saharan Africa;Upper middle income;2009;55,33;4,8;9710;1,84;3,78;8,55;3;28,49
Bhutan;BTN;South Asia;Lower middle income;2012;69,26;4,8;640;3,62;3,78;2,05;4,5;64
Djibouti;DJI;Middle East & North Africa;Lower middle income;2007;58,72;25,1;470;3,41;8,41;27,44;2,5;27,34
Solomon Islands;SLB;East Asia & Pacific;Lower middle income;2002;68,18;13,1;260;10,1;3,78;1,83;3;28,49
Luxembourg;LUX;Europe & Central Asia;High income;2017;82,1;2,5;9000;5,26;3,49;5,52;3;96,72
Bhutan;BTN;South Asia;Lower middle income;2013;69,66;4,8;670;3,71;5,72;2,87;4,5;63,66
Equatorial Guinea;GNQ;Sub-Saharan Africa;Upper middle income;2010;55,62;4,8;9950;1,82;3,78;8,82;3;28,49
Bhutan;BTN;South Asia;Lower middle income;2014;70,05;4,8;700;3,56;6,04;2,63;4,5;63,29
Bahrain;BHR;Middle East & North Africa;High income;2004;75,17;4,8;17930;3,47;3,78;1,09;3;73,03
Suriname;SUR;Latin America & Caribbean;Upper middle income;2015;71,25;7,8;2720;6,22;5,53;7,22;3;26,83
Qatar;QAT;Middle East & North Africa;High income;2006;78,43;4,8;43770;2,29;3,78;0,87;3;71,1
Luxembourg;LUX;Europe & Central Asia;High income;2018;82,3;2,5;9320;5,29;3,65;5,59;3;96,75
Bhutan;BTN;South Asia;Lower middle income;2015;70,42;4,8;770;3,76;7,59;2,45;4,5;62,87
Solomon Islands;SLB;East Asia & Pacific;Lower middle income;2003;68,52;12,6;270;7,08;3,78;1,66;3;28,49
Djibouti;DJI;Middle East & North Africa;Lower middle income;2008;59,12;23,4;470;3,19;3,78;27,31;2,5;28,15
Bhutan;BTN;South Asia;Lower middle income;2016;70,78;4,8;930;3,58;6,99;2,49;4,5;62,91
Suriname;SUR;Latin America & Caribbean;Upper middle income;2016;71,36;8,3;2950;6,35;5,64;7,92;3;26,47
Bhutan;BTN;South Asia;Lower middle income;2017;71,13;4,8;970;3,34;7,23;2,45;4,5;63,48
Solomon Islands;SLB;East Asia & Pacific;Lower middle income;2004;68,85;12,7;310;7,72;3,78;1,7;3;28,49
Luxembourg;LUX;Europe & Central Asia;High income;2019;82,64;2,5;9490;5,37;3,78;5,59;3;96,77
Bhutan;BTN;South Asia;Lower middle income;2018;71,46;4,8;1050;3,24;6,85;2,44;4,5;64,05
Equatorial Guinea;GNQ;Sub-Saharan Africa;Upper middle income;2011;55,95;4,8;9990;1,55;3,78;8,73;3;28,49
Suriname;SUR;Latin America & Caribbean;Upper middle income;2017;71,46;8,3;2500;5,94;5,46;7,9;3;26,11
Bhutan;BTN;South Asia;Lower middle income;2019;71,78;4,8;1050;3,61;5,68;2,5;4,5;64,63
Djibouti;DJI;Middle East & North Africa;Lower middle income;2009;59,56;23,1;470;3,21;3,78;27,22;2,5;28,96
Bahrain;BHR;Middle East & North Africa;High income;2005;75,33;4,8;20690;3,18;3,33;1,09;3;74,24
Suriname;SUR;Latin America & Caribbean;Upper middle income;2018;71,57;8;2210;7,9;4,92;7,93;3;25,74
Solomon Islands;SLB;East Asia & Pacific;Lower middle income;2005;69,16;12,5;340;9,02;3,78;1,76;3;28,49
Equatorial Guinea;GNQ;Sub-Saharan Africa;Upper middle income;2012;56,29;4,8;9820;1,26;3,78;8,61;3;28,49
Suriname;SUR;Latin America & Caribbean;Upper middle income;2019;71,68;8;2650;9,74;6,83;8,04;3;25,36
Equatorial Guinea;GNQ;Sub-Saharan Africa;Upper middle income;2013;56,64;4,8;9180;1,88;3,78;8,51;3;28,49
Solomon Islands;SLB;East Asia & Pacific;Lower middle income;2006;69,46;12,8;340;8,01;3,78;1,82;3;28,49
Djibouti;DJI;Middle East & North Africa;Lower middle income;2010;60,06;22,4;520;3,06;4,49;27,06;2,5;29,77
Solomon Islands;SLB;East Asia & Pacific;Lower middle income;2008;70,06;13,2;320;5,69;7,66;1,89;3;28,49
Bahrain;BHR;Middle East & North Africa;High income;2006;75,48;4,8;22490;3,06;2,87;1,1;3;75,46
Solomon Islands;SLB;East Asia & Pacific;Lower middle income;2007;69,76;12,6;340;7,18;8,22;1,88;3;28,49
Equatorial Guinea;GNQ;Sub-Saharan Africa;Upper middle income;2014;57;4,8;7910;2,19;3,78;8,48;3;28,49
Djibouti;DJI;Middle East & North Africa;Lower middle income;2011;60,67;21,3;480;3,38;3,78;26,89;2,5;30,59
Qatar;QAT;Middle East & North Africa;High income;2007;78,6;4,8;49830;2,07;3,78;0,52;3;71,1
Solomon Islands;SLB;East Asia & Pacific;Lower middle income;2009;70,37;13;330;7,03;7,29;2,02;3;28,49
Equatorial Guinea;GNQ;Sub-Saharan Africa;Upper middle income;2015;57,36;4,8;6570;2,92;3,78;8,54;3;28,49
Bahrain;BHR;Middle East & North Africa;High income;2007;75,63;4,8;23000;3,3;2,58;1,09;3;76,67
Djibouti;DJI;Middle East & North Africa;Lower middle income;2012;61,4;19,8;500;3,3;3,78;26,78;2,5;31,39
Solomon Islands;SLB;East Asia & Pacific;Lower middle income;2010;70,67;13,7;340;8,39;7,93;1,58;3;28,49
Equatorial Guinea;GNQ;Sub-Saharan Africa;Upper middle income;2016;57,71;4,8;6660;3,14;3,78;8,63;3;28,49
Djibouti;DJI;Middle East & North Africa;Lower middle income;2013;62,24;17,8;560;2,92;3,78;26,64;2,5;32,2
Solomon Islands;SLB;East Asia & Pacific;Lower middle income;2011;70,99;14,7;350;6,02;8,13;1,3;3;28,49
Djibouti;DJI;Middle East & North Africa;Lower middle income;2014;63,17;15,7;400;2,97;3,78;26,48;2,5;33,01
Bahrain;BHR;Middle East & North Africa;High income;2008;75,77;4,8;24760;3,29;2,5;1,11;3;77,88
Equatorial Guinea;GNQ;Sub-Saharan Africa;Upper middle income;2017;58,06;4,8;5800;2,96;3,78;8,65;3;28,49
Solomon Islands;SLB;East Asia & Pacific;Lower middle income;2012;71,3;16,5;350;5;8,09;1,05;3;28,49
Djibouti;DJI;Middle East & North Africa;Lower middle income;2015;64,14;14,2;460;3,08;3,59;26,33;2,5;33,82
Qatar;QAT;Middle East & North Africa;High income;2008;78,78;4,8;53040;1,64;4,23;0,31;3;71,1
Solomon Islands;SLB;East Asia & Pacific;Lower middle income;2013;71,6;18;390;4,79;10,17;0,69;3;28,49
Equatorial Guinea;GNQ;Sub-Saharan Africa;Upper middle income;2018;58,4;4,8;6430;3,06;3,78;8,62;3;28,49
Montenegro;MNE;Europe & Central Asia;Upper middle income;2001;73,19;9,6;1670;5,2;3,78;28,74;3;28,49
Djibouti;DJI;Middle East & North Africa;Lower middle income;2016;65,06;13,6;420;2,73;3,92;26,19;2,5;34,63
Montenegro;MNE;Europe & Central Asia;Upper middle income;2002;73,24;9,2;1770;5,2;3,78;29,13;3;28,49
Bahrain;BHR;Middle East & North Africa;High income;2009;75,91;4,8;24720;4,06;3,34;1,14;3;79,1
Solomon Islands;SLB;East Asia & Pacific;Lower middle income;2014;71,9;18,7;340;5,07;9,81;0,73;3;28,49
Equatorial Guinea;GNQ;Sub-Saharan Africa;Upper middle income;2019;58,74;4,8;5350;3,14;3,78;8,68;3;28,49
Montenegro;MNE;Europe & Central Asia;Upper middle income;2003;73,32;8,4;1890;5,2;3,78;29,52;3;28,49
Guyana;GUY;Latin America & Caribbean;Upper middle income;2001;65,53;6,5;1640;3,06;8,4;11,81;3;28,49
Djibouti;DJI;Middle East & North Africa;Lower middle income;2017;65,89;13,5;420;2,46;3,75;26,06;2,5;35,44
Solomon Islands;SLB;East Asia & Pacific;Lower middle income;2015;72,17;18,5;310;4,64;10,13;0,73;3;28,49
Montenegro;MNE;Europe & Central Asia;Upper middle income;2004;73,43;7,7;2040;5,2;3,78;30,01;3;28,49
Guyana;GUY;Latin America & Caribbean;Upper middle income;2002;65,83;6,5;1620;3,19;8,37;11,81;3;28,49
Guyana;GUY;Latin America & Caribbean;Upper middle income;2003;66,12;6,8;1620;3,27;6,96;11,55;3;28,49
Solomon Islands;SLB;East Asia & Pacific;Lower middle income;2016;72,42;18,1;360;4,51;12;0,7;3;28,49
Montenegro;MNE;Europe & Central Asia;Upper middle income;2005;73,98;5,5;2000;5,2;3,78;30,31;3;28,49
Guyana;GUY;Latin America & Caribbean;Upper middle income;2004;66,41;6,9;1670;3,44;5,51;11,27;3;28,49
Guyana;GUY;Latin America & Caribbean;Upper middle income;2006;66,97;7,1;1330;3,93;3,12;10,7;3;28,49
Guyana;GUY;Latin America & Caribbean;Upper middle income;2005;66,69;7,1;1480;3,79;8,14;11,02;3;28,49
Bahrain;BHR;Middle East & North Africa;High income;2010;76,06;4,8;25970;3,84;3,19;1,13;3;80,31
Montenegro;MNE;Europe & Central Asia;Upper middle income;2006;73,84;3,1;2180;5,2;3,78;25,1;3;28,14
Montenegro;MNE;Europe & Central Asia;Upper middle income;2007;74,34;2,5;2100;5,2;3,78;19,4;3;29,6
Montenegro;MNE;Europe & Central Asia;Upper middle income;2008;75,14;2,5;2690;5,2;3,78;17,15;3;31,04
Montenegro;MNE;Europe & Central Asia;Upper middle income;2012;76,2;2,5;2330;8,3;3,78;19,97;3;36,66
Montenegro;MNE;Europe & Central Asia;Upper middle income;2010;75,99;2,5;2580;5,2;3,78;19,65;3;33,88
Montenegro;MNE;Europe & Central Asia;Upper middle income;2011;75,98;2,5;2540;7,97;3,78;19,67;3;35,28
Djibouti;DJI;Middle East & North Africa;Lower middle income;2018;66,58;13,1;400;2,26;3,63;26,19;2,5;36,24
Montenegro;MNE;Europe & Central Asia;Upper middle income;2009;75,14;2,5;1750;5,2;3,78;19,09;3;32,47
Guyana;GUY;Latin America & Caribbean;Upper middle income;2007;67,25;7,5;1610;4,28;2,39;10,96;3;28,49
Montenegro;MNE;Europe & Central Asia;Upper middle income;2013;76,49;2,5;2270;8,47;3,78;19,5;3;38,03
Solomon Islands;SLB;East Asia & Pacific;Lower middle income;2017;72,65;17,7;350;4,23;12,11;0,71;3;28,49
Guyana;GUY;Latin America & Caribbean;Upper middle income;2009;67,79;8,4;1630;4,35;2,15;11,53;3;28,49
Guyana;GUY;Latin America & Caribbean;Upper middle income;2008;67,52;7,6;1600;4,2;3,78;11,27;3;28,49
Montenegro;MNE;Europe & Central Asia;Upper middle income;2014;76,44;2,5;2220;8;3,78;18;3;39,38
Eswatini;SWZ;Sub-Saharan Africa;Lower middle income;2001;45,8;10,5;610;5,14;4,84;24,83;3;28,49
Montenegro;MNE;Europe & Central Asia;Upper middle income;2015;76,45;2,5;2360;9,02;3,78;17,54;3;40,71
Montenegro;MNE;Europe & Central Asia;Upper middle income;2019;76,68;2,5;2600;8,33;3,78;15,12;3;45,63
Montenegro;MNE;Europe & Central Asia;Upper middle income;2016;76,44;2,5;2150;8,63;3,78;17,72;3;42,03
Guyana;GUY;Latin America & Caribbean;Upper middle income;2010;68,06;8,7;1760;4,22;2,41;11,8;2,5;28,49
Montenegro;MNE;Europe & Central Asia;Upper middle income;2018;76,84;2,5;2500;8,34;3,78;15,17;3;44,62
Qatar;QAT;Middle East & North Africa;High income;2009;78,95;4,8;54070;2,38;3,41;0,31;3;74
Montenegro;MNE;Europe & Central Asia;Upper middle income;2017;76,49;2,5;2270;7,98;3,78;16,07;3;43,34
Djibouti;DJI;Middle East & North Africa;Lower middle income;2019;67,11;13,1;420;1,8;3,78;26,36;2,5;37,05
Guyana;GUY;Latin America & Caribbean;Upper middle income;2011;68,32;8,6;1830;4,17;2,51;12,06;2,5;28,49
Bahrain;BHR;Middle East & North Africa;High income;2011;76,2;4,8;26020;3,58;3,03;1,18;3;81,53
Solomon Islands;SLB;East Asia & Pacific;Lower middle income;2018;72,84;17,6;360;4;10,81;0,72;3;28,49
Guyana;GUY;Latin America & Caribbean;Upper middle income;2013;68,82;7,4;1980;3,8;3,78;12,63;3;28,49
Guyana;GUY;Latin America & Caribbean;Upper middle income;2012;68,58;8;2000;3,71;2,24;12,34;2,5;28,49
Solomon Islands;SLB;East Asia & Pacific;Lower middle income;2019;73;17,8;360;4,77;11,13;0,75;3;28,49
Bahrain;BHR;Middle East & North Africa;High income;2012;76,34;4,8;27170;4,11;2,65;1,2;3;82,74
Eswatini;SWZ;Sub-Saharan Africa;Lower middle income;2002;44,41;9,7;620;5,52;4,44;25,36;3;28,49
Guyana;GUY;Latin America & Caribbean;Upper middle income;2014;69,05;7;2060;3,95;4,36;12,92;3;28,49
Guyana;GUY;Latin America & Caribbean;Upper middle income;2015;69,26;6,8;2080;4,02;3,9;13,21;3;28,49
Guyana;GUY;Latin America & Caribbean;Upper middle income;2016;69,45;6,4;2480;4,02;4,74;13,46;3;28,49
Bahrain;BHR;Middle East & North Africa;High income;2013;76,48;4,8;28850;4,31;2,48;1,18;3;83,95
Guyana;GUY;Latin America & Caribbean;Upper middle income;2017;69,62;6,1;2470;4,32;4,66;13,75;3;28,49
Eswatini;SWZ;Sub-Saharan Africa;Lower middle income;2003;43,37;8,3;630;6,38;5,82;25,94;3;28,49
Cyprus;CYP;Europe & Central Asia;High income;2001;78,14;5,1;6990;5,34;5,12;3,98;3;76,17
Fiji;FJI;East Asia & Pacific;Upper middle income;2001;65,86;4;1040;2,91;5,64;3,91;3;28,49
Fiji;FJI;East Asia & Pacific;Upper middle income;2002;66,02;3,8;880;2,98;6,28;3,87;3;28,49
Guyana;GUY;Latin America & Caribbean;Upper middle income;2018;69,77;5,4;2590;4,9;4,45;14,02;3;28,49
Eswatini;SWZ;Sub-Saharan Africa;Lower middle income;2013;51,7;13,8;750;7,46;3,78;24,55;3;28,49
Eswatini;SWZ;Sub-Saharan Africa;Lower middle income;2004;42,73;8,4;630;6,81;5,4;26,52;3;28,49
Eswatini;SWZ;Sub-Saharan Africa;Lower middle income;2012;49,86;16,2;680;7,82;3,78;25,15;3;28,49
Eswatini;SWZ;Sub-Saharan Africa;Lower middle income;2011;48,14;19,3;660;8,47;6,86;25,81;3;28,49
Eswatini;SWZ;Sub-Saharan Africa;Lower middle income;2014;53,57;12,7;750;7,26;7,07;23,97;3;28,49
Eswatini;SWZ;Sub-Saharan Africa;Lower middle income;2015;55,36;12,8;770;7,06;5,36;23,33;3;28,49
Guyana;GUY;Latin America & Caribbean;Upper middle income;2019;69,91;5;2850;4,93;3,78;13,99;3;28,49
Eswatini;SWZ;Sub-Saharan Africa;Lower middle income;2016;56,96;13;840;6,82;5,41;22,72;3;28,49
Cyprus;CYP;Europe & Central Asia;High income;2002;78,26;5,7;7170;5,62;5,58;3,3;3;76,15
Eswatini;SWZ;Sub-Saharan Africa;Lower middle income;2006;42,73;10,2;650;7,83;6,55;27,64;3;28,49
Bahrain;BHR;Middle East & North Africa;High income;2014;76,62;4,8;30280;4,41;2,47;1,19;3;85,17
Eswatini;SWZ;Sub-Saharan Africa;Lower middle income;2010;46,6;17,6;650;8,59;6,12;26,41;3;28,49
Eswatini;SWZ;Sub-Saharan Africa;Lower middle income;2005;42,52;9,2;660;7,38;6,48;27,07;3;28,49
Eswatini;SWZ;Sub-Saharan Africa;Lower middle income;2007;43,31;10,7;660;7,93;3,78;28,24;3;28,49
Eswatini;SWZ;Sub-Saharan Africa;Lower middle income;2017;58,32;12,4;890;6,98;6,14;22,75;3;28,49
Eswatini;SWZ;Sub-Saharan Africa;Lower middle income;2008;44,17;10,9;630;8,86;6,62;27,68;3;28,49
Qatar;QAT;Middle East & North Africa;High income;2010;79,11;4,8;60580;1,87;4,54;0,45;3;76,9
Fiji;FJI;East Asia & Pacific;Upper middle income;2004;66,25;3,8;1470;3,26;6,21;3,81;3;28,49
Eswatini;SWZ;Sub-Saharan Africa;Lower middle income;2009;45,28;15;700;8,63;6,47;27,05;3;28,49
Fiji;FJI;East Asia & Pacific;Upper middle income;2003;66,15;3,9;1050;2,97;3,78;3,91;3;28,49
Cyprus;CYP;Europe & Central Asia;High income;2003;78,39;6,1;7830;5,64;6,67;4,14;3;76,19
Eswatini;SWZ;Sub-Saharan Africa;Lower middle income;2018;59,4;11,8;910;7,26;5,68;22,79;3;28,49
Cyprus;CYP;Europe & Central Asia;High income;2004;78,51;6,9;7780;5,41;6,12;4,33;3;76,24
Eswatini;SWZ;Sub-Saharan Africa;Lower middle income;2019;60,19;11,1;960;6,78;5,65;22,84;3;28,49
Bahrain;BHR;Middle East & North Africa;High income;2015;76,76;4,8;30580;4,99;2,67;1,2;3;86,38
Fiji;FJI;East Asia & Pacific;Upper middle income;2005;66,31;3,7;1290;3,26;5,17;3,89;3;28,49
Cyprus;CYP;Europe & Central Asia;High income;2005;78,63;7,6;7900;5,44;6,29;5,3;3;76,29
Fiji;FJI;East Asia & Pacific;Upper middle income;2006;66,36;3,7;1380;3,35;5,66;3,96;3;28,49
Bahrain;BHR;Middle East & North Africa;High income;2016;76,9;4,8;30300;4,86;2,87;1,19;3;87,59
Cyprus;CYP;Europe & Central Asia;High income;2006;78,76;7,5;8000;5,46;6,33;4,54;3;76,33
Fiji;FJI;East Asia & Pacific;Upper middle income;2007;66,41;3,7;1260;3,42;5,89;4,11;3;28,49
Qatar;QAT;Middle East & North Africa;High income;2011;79,26;4,8;68190;1,6;4,01;0,56;3;79,8
Bahrain;BHR;Middle East & North Africa;High income;2017;77,03;4,8;30520;4,74;2,32;1,18;3;88,81
Cyprus;CYP;Europe & Central Asia;High income;2007;78,91;6,9;8310;5,36;6,28;3,92;3;76,38
Fiji;FJI;East Asia & Pacific;Upper middle income;2009;66,56;4,8;970;3,54;4,5;4,31;3;28,49
Cyprus;CYP;Europe & Central Asia;High income;2008;79,07;6,4;8490;6,01;6,72;3,65;3;76,43
Fiji;FJI;East Asia & Pacific;Upper middle income;2008;66,48;3,9;970;3,18;4,25;4,16;3;28,49
Fiji;FJI;East Asia & Pacific;Upper middle income;2010;66,66;5,6;1160;3,42;4,82;4,31;3;28,49
Cyprus;CYP;Europe & Central Asia;High income;2009;79,25;4,7;8280;6,47;7,21;5,36;3;76,48
Cyprus;CYP;Europe & Central Asia;High income;2010;79,43;3;7900;6,52;6,54;6,26;3;76,53
Bahrain;BHR;Middle East & North Africa;High income;2018;77,16;4,8;30810;4,14;2,37;1,2;3;90,02
Fiji;FJI;East Asia & Pacific;Upper middle income;2011;66,76;6,6;1110;3,14;4,17;4,41;3;28,49
Cyprus;CYP;Europe & Central Asia;High income;2011;79,62;2,5;7630;6,45;6,54;7,86;3;76,58
Fiji;FJI;East Asia & Pacific;Upper middle income;2012;66,86;6,5;1030;3,27;4,72;4,42;3;28,49
Gabon;GAB;Sub-Saharan Africa;Upper middle income;2001;57,97;10,7;6230;3,15;3,78;17,23;3;28,49
Cyprus;CYP;Europe & Central Asia;High income;2012;79,81;2,5;7100;6,55;3,78;11,8;3;76,64
Fiji;FJI;East Asia & Pacific;Upper middle income;2013;66,95;6,7;1130;3,2;3,88;4,33;3;28,49
Qatar;QAT;Middle East & North Africa;High income;2012;79,4;4,8;75080;1,75;3,51;0,48;3;82,7
Gabon;GAB;Sub-Saharan Africa;Upper middle income;2002;57,79;12,1;5960;3,33;3,78;17,17;3;28,49
Fiji;FJI;East Asia & Pacific;Upper middle income;2014;67,03;6,3;1290;3,37;4,27;4,29;3;28,49
Bahrain;BHR;Middle East & North Africa;High income;2019;77,29;4,8;33260;4,01;2,09;1,2;3;91,23
Cyprus;CYP;Europe & Central Asia;High income;2013;80;2,5;6430;6,95;6,48;15,87;3;76,69
Fiji;FJI;East Asia & Pacific;Upper middle income;2015;67,1;6,5;1380;3,32;4,81;4,3;3;28,49
Gabon;GAB;Sub-Saharan Africa;Upper middle income;2003;57,76;13,3;6440;3,54;3,78;17,07;3;28,49
Fiji;FJI;East Asia & Pacific;Upper middle income;2016;67,18;6,3;1520;3,28;4,84;4,32;3;28,49
Gabon;GAB;Sub-Saharan Africa;Upper middle income;2004;57,89;13,9;6090;3,33;3,78;17,01;3;28,49
Cyprus;CYP;Europe & Central Asia;High income;2014;80,18;2,5;6810;6,95;6,44;16,09;3;76,76
Fiji;FJI;East Asia & Pacific;Upper middle income;2017;67,25;6,2;1650;3,19;4,65;4,28;3;28,49
Gabon;GAB;Sub-Saharan Africa;Upper middle income;2005;58,18;14,3;6060;2,93;3,78;16,91;3;28,49
Fiji;FJI;East Asia & Pacific;Upper middle income;2018;67,34;5,5;1630;3,42;4,84;4,33;3;28,49
Qatar;QAT;Middle East & North Africa;High income;2013;79,53;4,8;76170;2,08;4,07;0,28;3;85,6
Cyprus;CYP;Europe & Central Asia;High income;2015;80,35;2,5;6850;6,75;6,33;14,91;3;76,83
Guinea-Bissau;GNB;Sub-Saharan Africa;Low income;2001;50,74;4,8;150;6,71;3,78;6,3;3;3,63
Fiji;FJI;East Asia & Pacific;Upper middle income;2019;67,44;4,9;1630;3,82;5,07;4,45;3;28,49
Gabon;GAB;Sub-Saharan Africa;Upper middle income;2006;58,64;14,8;5440;3,15;3,78;17,67;3;28,49
Cyprus;CYP;Europe & Central Asia;High income;2016;80,51;2,5;7220;6,62;6,15;12,95;3;76,91
Guinea-Bissau;GNB;Sub-Saharan Africa;Low income;2002;51,12;4,8;150;5,82;3,78;6,38;3;4
Gabon;GAB;Sub-Saharan Africa;Upper middle income;2007;59,23;15,9;4940;3,16;3,78;18,28;3;28,49
Kuwait;KWT;Middle East & North Africa;High income;2001;73,21;2,6;53190;3,19;6,59;0,8;3;100
Cyprus;CYP;Europe & Central Asia;High income;2017;80,67;2,5;7360;6,6;5,72;11,05;3;76,99
Guinea-Bissau;GNB;Sub-Saharan Africa;Low income;2003;51,5;4,8;190;5,88;3,78;6,37;3;4,38
Gabon;GAB;Sub-Saharan Africa;Upper middle income;2008;59,9;16,8;5270;2,79;3,78;19,09;3;28,49
Gabon;GAB;Sub-Saharan Africa;Upper middle income;2010;61,4;14,7;5760;2,48;3,08;20,39;3;28,49
Qatar;QAT;Middle East & North Africa;High income;2014;79,65;4,8;81660;2,42;3,61;0,2;3;88,5
Gabon;GAB;Sub-Saharan Africa;Upper middle income;2009;60,64;16,3;5200;3,84;3,78;19,76;3;28,49
Guinea-Bissau;GNB;Sub-Saharan Africa;Low income;2005;52,28;4,8;210;7,25;3,78;6,21;2,5;5,17
Guinea-Bissau;GNB;Sub-Saharan Africa;Low income;2004;51,88;4,8;200;7,48;3,78;6,25;3;4,76
Gabon;GAB;Sub-Saharan Africa;Upper middle income;2011;62,17;13,1;5780;2,56;2,99;20,43;3;28,49
Gabon;GAB;Sub-Saharan Africa;Upper middle income;2012;62,92;12,8;5600;2,42;3,01;20,49;3;28,49
Cyprus;CYP;Europe & Central Asia;High income;2018;80,83;2,5;7200;6,77;3,78;8,37;3;77,08
Gabon;GAB;Sub-Saharan Africa;Upper middle income;2013;63,65;12,9;5790;2,84;3,03;20,52;3;28,49
Guinea-Bissau;GNB;Sub-Saharan Africa;Low income;2006;52,69;4,8;220;7,29;3,78;6,14;2,5;5,58
Gabon;GAB;Sub-Saharan Africa;Upper middle income;2014;64,32;13,3;5960;2,53;2,67;20,57;3;28,49
Kuwait;KWT;Middle East & North Africa;High income;2002;73,28;2,5;55590;3,12;6,55;1,1;3;100
Qatar;QAT;Middle East & North Africa;High income;2015;79,76;4,8;84780;3;3,78;0,17;3;91,4
