Country Name;Country Code;Region;IncomeGroup;Year;Life Expectancy World Bank;Prevelance of Undernourishment;CO2;Health Expenditure %;Education Expenditure %;Unemployment;Corruption;Sanitation;Injuries;Communicable;NonCommunicable
Oman;OMN;Middle East & North Africa;High income;2001;72,58;12,30;28030,00;3,08;4,02;4,13;3,00;28,49;134320,24;87948,26;336892,06
Namibia;NAM;Sub-Saharan Africa;Upper middle income;2013;60,51;22,20;3790,00;9,06;8,61;19,03;3,00;28,49;99407,34;555838,20;338641,31
Oman;OMN;Middle East & North Africa;High income;2004;73,85;10,10;31260,00;2,98;4,03;4,18;3,00;28,49;132581,53;75793,67;338664,44
Oman;OMN;Middle East & North Africa;High income;2005;74,23;9,60;31010,00;2,59;3,52;4,18;3,00;28,49;128258,01;72765,89;340740,35
Botswana;BWA;Sub-Saharan Africa;Upper middle income;2009;58,45;21,90;4190,00;6,53;9,63;16,17;3,00;28,49;115999,75;770227,50;341342,31
Mauritius;MUS;Sub-Saharan Africa;Upper middle income;2017;74,51;6,00;4170,00;5,81;5,02;6,75;3,00;28,49;30743,78;38401,49;343050,30
Oman;OMN;Middle East & North Africa;High income;2002;73,02;11,30;29970,00;3,18;4,33;4,20;3,00;28,49;139843,29;83906,14;344674,93
Trinidad and Tobago;TTO;Latin America & Caribbean;High income;2016;73,10;6,80;18310,00;6,83;3,95;3,21;3,00;28,49;52245,44;47728,74;345368,56
Oman;OMN;Middle East & North Africa;High income;2003;73,45;11,00;31700,00;3,17;3,90;4,23;3,00;28,49;139131,28;80119,82;345476,72
Namibia;NAM;Sub-Saharan Africa;Upper middle income;2014;61,43;21,50;3950,00;8,41;9,58;18,52;3,00;28,49;99499,58;561571,16;346743,52
Kuwait;KWT;Middle East & North Africa;High income;2007;73,81;2,50;70600,00;1,93;2,58;1,50;3,00;100,00;61729,44;49290,34;349243,87
Mauritius;MUS;Sub-Saharan Africa;Upper middle income;2018;74,42;6,00;4130,00;5,87;4,83;6,43;3,00;28,49;30212,24;37465,23;350359,44
Botswana;BWA;Sub-Saharan Africa;Upper middle income;2010;60,21;21,50;3370,00;6,19;3,78;17,86;3,00;28,49;118433,85;734109,90;351063,36
Trinidad and Tobago;TTO;Latin America & Caribbean;High income;2017;73,25;6,90;18250,00;6,99;3,58;3,28;3,00;28,49;51684,72;47040,58;352172,25
Namibia;NAM;Sub-Saharan Africa;Upper middle income;2015;62,12;21,00;4200,00;9,98;9,85;20,91;3,00;28,49;100473,94;557023,00;354543,67
Mauritius;MUS;Sub-Saharan Africa;Upper middle income;2019;74,24;7,20;4170,00;6,20;4,72;6,33;3,00;28,49;29876,03;36780,42;355910,13
Oman;OMN;Middle East & North Africa;High income;2006;74,58;9,60;39190,00;2,31;3,86;4,15;3,00;28,49;134244,39;73707,82;356546,08
Trinidad and Tobago;TTO;Latin America & Caribbean;High income;2018;73,38;7,00;17780,00;6,71;3,30;3,34;3,00;28,49;51150,60;46304,10;358625,99
Lesotho;LSO;Sub-Saharan Africa;Lower middle income;2001;46,20;20,00;400,00;7,28;9,37;34,63;3,00;9,25;129978,00;1373764,09;360118,16
Botswana;BWA;Sub-Saharan Africa;Upper middle income;2011;61,91;21,00;3880,00;5,78;3,78;18,42;3,00;28,49;118430,11;707092,13;360530,30
Namibia;NAM;Sub-Saharan Africa;Upper middle income;2016;62,63;20,20;4130,00;9,32;10,64;23,35;3,00;28,49;100873,94;549512,29;361780,92
Trinidad and Tobago;TTO;Latin America & Caribbean;High income;2019;73,51;7,30;17190,00;7,02;3,70;3,42;3,00;28,49;50691,71;45583,65;365108,41
Botswana;BWA;Sub-Saharan Africa;Upper middle income;2012;63,51;20,30;3410,00;6,14;3,78;18,95;3,00;28,49;118230,42;674783,69;368312,44
Namibia;NAM;Sub-Saharan Africa;Upper middle income;2017;63,02;19,90;4270,00;8,73;9,71;21,64;3,00;28,49;101159,77;537805,10;368491,59
Lesotho;LSO;Sub-Saharan Africa;Lower middle income;2002;44,90;18,50;410,00;6,75;10,10;33,86;3,00;11,53;136056,06;1447980,80;370767,07
Oman;OMN;Middle East & North Africa;High income;2007;74,89;9,70;42260,00;2,43;3,78;4,18;3,00;28,49;152340,09;76227,99;374263,09
Namibia;NAM;Sub-Saharan Africa;Upper middle income;2018;63,37;20,00;4230,00;8,31;8,88;19,88;3,00;28,49;102153,69;509671,41;376134,42
Botswana;BWA;Sub-Saharan Africa;Upper middle income;2013;64,98;19,70;5420,00;6,22;3,78;19,40;3,00;28,49;118664,07;644107,74;376913,69
Kuwait;KWT;Middle East & North Africa;High income;2008;73,98;2,50;75840,00;1,92;2,77;1,75;3,00;100,00;66077,01;53665,99;380201,30
Namibia;NAM;Sub-Saharan Africa;Upper middle income;2019;63,71;18,90;4220,00;8,50;8,93;19,99;3,00;28,49;101189,70;495609,33;382303,10
Lesotho;LSO;Sub-Saharan Africa;Lower middle income;2003;43,85;16,80;410,00;6,05;13,22;32,96;3,00;13,76;141656,85;1519004,23;382575,70
Estonia;EST;Europe & Central Asia;High income;2015;77,59;2,50;15540,00;6,35;5,14;6,19;3,00;92,82;44831,21;18685,71;386097,76
Botswana;BWA;Sub-Saharan Africa;Upper middle income;2014;66,27;19,30;6990,00;5,60;3,78;19,99;3,00;28,49;117986,96;623388,27;386150,16
Oman;OMN;Middle East & North Africa;High income;2008;75,18;9,70;41310,00;2,01;3,78;4,14;3,00;28,49;151189,03;79097,12;386410,22
Estonia;EST;Europe & Central Asia;High income;2013;77,14;2,50;19320,00;5,98;4,84;8,63;3,00;92,74;48177,80;19316,26;389546,13
Lesotho;LSO;Sub-Saharan Africa;Lower middle income;2004;43,08;15,30;430,00;6,06;11,11;32,18;3,00;15,96;146952,14;1575203,08;391376,82
Kuwait;KWT;Middle East & North Africa;High income;2009;74,16;2,50;77650,00;2,71;3,58;1,64;3,00;100,00;67220,03;58481,36;392082,73
Estonia;EST;Europe & Central Asia;High income;2016;77,64;2,50;15990,00;6,43;5,16;6,76;3,00;92,89;44527,39;18520,08;392396,89
Estonia;EST;Europe & Central Asia;High income;2017;78,09;2,50;16710,00;6,59;4,96;5,76;3,00;92,95;45156,52;18159,77;392883,17
Estonia;EST;Europe & Central Asia;High income;2019;78,65;2,50;10180,00;6,73;3,78;4,45;3,00;93,06;44911,04;17540,08;393304,60
Estonia;EST;Europe & Central Asia;High income;2014;77,03;2,50;17940,00;6,08;4,39;7,35;3,00;92,76;47137,01;19176,07;393340,21
Estonia;EST;Europe & Central Asia;High income;2018;78,24;2,50;15320,00;6,69;5,26;5,37;3,00;93,01;45313,44;17849,50;393384,16
Oman;OMN;Middle East & North Africa;High income;2009;75,44;8,60;43590,00;2,83;4,19;4,05;3,00;28,49;147126,52;82167,50;393948,88
Mauritania;MRT;Sub-Saharan Africa;Lower middle income;2001;60,79;8,30;1400,00;3,57;2,11;9,83;3,00;28,49;104174,18;952086,34;394271,32
Kuwait;KWT;Middle East & North Africa;High income;2010;74,36;2,50;80720,00;2,68;3,57;1,82;3,00;100,00;61536,43;57066,90;394507,09
Botswana;BWA;Sub-Saharan Africa;Upper middle income;2015;67,34;19,60;6950,00;5,73;7,81;20,57;3,00;28,49;117803,11;609513,32;394811,75
Lesotho;LSO;Sub-Saharan Africa;Lower middle income;2005;42,66;13,70;430,00;5,45;12,08;31,31;3,50;18,13;150238,58;1587788,28;397447,70
Estonia;EST;Europe & Central Asia;High income;2010;75,43;2,50;19000,00;6,27;5,52;16,71;3,00;92,70;54940,36;20308,76;398004,87
Estonia;EST;Europe & Central Asia;High income;2012;76,33;2,50;16890,00;5,79;4,72;10,02;3,00;92,73;52793,30;19851,54;399489,03
Mauritania;MRT;Sub-Saharan Africa;Lower middle income;2002;60,89;7,90;1550,00;4,00;2,28;9,82;3,00;28,49;105279,52;939459,91;399696,77
Lesotho;LSO;Sub-Saharan Africa;Lower middle income;2006;42,60;12,80;430,00;6,12;11,27;30,46;3,50;20,27;152329,04;1552646,71;400777,15
Estonia;EST;Europe & Central Asia;High income;2011;76,23;2,50;18170,00;5,77;5,01;12,33;3,00;92,71;54035,18;20445,82;401057,25
Mauritania;MRT;Sub-Saharan Africa;Lower middle income;2003;61,02;8,30;1480,00;4,03;2,37;9,79;3,00;28,49;103176,16;935953,50;401128,20
Botswana;BWA;Sub-Saharan Africa;Upper middle income;2016;68,18;20,10;6630,00;5,56;7,97;21,03;3,00;28,49;116807,64;594402,72;401807,52
Lesotho;LSO;Sub-Saharan Africa;Lower middle income;2007;42,85;12,40;440,00;7,28;3,78;29,62;3,50;22,38;156931,67;1466694,16;404271,26
Kuwait;KWT;Middle East & North Africa;High income;2011;74,55;2,50;83290,00;2,33;3,42;2,04;3,00;100,00;61220,57;57053,23;405847,34
Mauritania;MRT;Sub-Saharan Africa;Lower middle income;2004;61,17;8,50;1640,00;3,70;1,95;9,81;3,00;28,49;101159,87;921169,95;408811,20
Lesotho;LSO;Sub-Saharan Africa;Lower middle income;2008;43,38;12,30;460,00;7,70;12,33;28,76;3,50;24,47;158249,14;1360606,55;409964,07
Lesotho;LSO;Sub-Saharan Africa;Lower middle income;2009;44,15;11,90;530,00;9,00;3,78;28,02;3,50;26,53;159963,95;1273532,85;412022,31
Botswana;BWA;Sub-Saharan Africa;Upper middle income;2017;68,81;21,30;7330,00;6,13;7,30;21,57;3,00;28,49;117980,88;589850,77;412633,19
Oman;OMN;Middle East & North Africa;High income;2010;75,68;7,70;47080,00;2,82;3,78;3,99;3,00;28,49;152354,47;85622,78;412725,80
Estonia;EST;Europe & Central Asia;High income;2009;74,82;2,50;15050,00;6,51;5,96;13,55;3,00;92,68;60903,87;21706,49;416769,23
Mauritania;MRT;Sub-Saharan Africa;Lower middle income;2005;61,35;9,40;1510,00;3,40;3,78;9,79;2,50;28,49;109696,60;903726,12;416894,07
Lesotho;LSO;Sub-Saharan Africa;Lower middle income;2010;45,10;11,60;550,00;8,42;3,78;27,08;3,50;28,56;162722,92;1216618,77;418187,33
Lesotho;LSO;Sub-Saharan Africa;Lower middle income;2011;46,21;12,00;570,00;9,56;8,17;26,24;3,50;30,57;166606,46;1215897,94;423405,45
Botswana;BWA;Sub-Saharan Africa;Upper middle income;2018;69,28;21,50;7310,00;5,97;6,72;22,07;3,00;28,49;118972,88;581464,01;423588,59
Mauritania;MRT;Sub-Saharan Africa;Lower middle income;2006;61,55;8,80;1730,00;2,70;1,96;9,73;2,50;28,49;107522,57;866695,78;427071,51
Mauritania;MRT;Sub-Saharan Africa;Lower middle income;2007;61,78;8,10;1990,00;2,88;3,78;9,88;3,00;28,49;107033,34;850409,88;427353,10
Kuwait;KWT;Middle East & North Africa;High income;2012;74,73;2,50;85310,00;2,33;3,75;2,32;3,00;100,00;64303,48;58836,97;427768,97
Estonia;EST;Europe & Central Asia;High income;2008;73,77;2,50;18400,00;5,71;5,48;5,45;3,00;92,66;66575,49;22466,14;427784,42
Mauritania;MRT;Sub-Saharan Africa;Lower middle income;2008;62,02;7,30;1900,00;3,01;3,78;9,87;2,50;28,49;103004,82;832367,65;429665,19
Lesotho;LSO;Sub-Saharan Africa;Lower middle income;2012;47,42;14,80;620,00;9,25;7,67;25,37;3,50;32,56;168314,52;1241929,83;432016,17
Botswana;BWA;Sub-Saharan Africa;Upper middle income;2019;69,59;22,10;7250,00;6,05;6,91;22,61;3,00;28,49;118812,92;570962,71;433926,10
Panama;PAN;Latin America & Caribbean;High income;2001;75,23;24,50;6220,00;6,83;4,11;3,82;3,00;28,49;97752,13;154316,58;436296,46
Lesotho;LSO;Sub-Saharan Africa;Lower middle income;2013;48,66;19,30;610,00;9,55;7,29;24,58;3,50;34,52;168863,73;1252935,18;439624,29
Mauritania;MRT;Sub-Saharan Africa;Lower middle income;2009;62,27;7,80;2350,00;3,11;3,78;9,87;2,50;28,49;105346,36;804285,46;443215,18
Estonia;EST;Europe & Central Asia;High income;2006;72,69;2,50;15980,00;4,77;3,78;5,91;3,00;92,62;77182,28;24863,90;444475,65
Lesotho;LSO;Sub-Saharan Africa;Lower middle income;2014;49,89;26,10;610,00;9,17;7,20;24,22;3,00;36,46;170333,19;1255235,49;445592,04
Mauritania;MRT;Sub-Saharan Africa;Lower middle income;2010;62,53;8,20;2400,00;2,64;3,78;9,86;2,50;28,49;103656,12;792053,19;445700,41
Lesotho;LSO;Sub-Saharan Africa;Lower middle income;2017;52,95;29,50;700,00;10,09;8,16;23,20;3,00;42,15;168813,85;1074969,92;445954,55
Estonia;EST;Europe & Central Asia;High income;2005;72,57;2,50;17230,00;5,06;4,81;8,03;3,00;92,60;80311,40;25099,05;446760,95
Lesotho;LSO;Sub-Saharan Africa;Lower middle income;2016;52,06;32,00;690,00;8,76;7,76;23,48;3,00;40,27;169438,90;1145360,63;446822,92
Kuwait;KWT;Middle East & North Africa;High income;2013;74,89;2,50;87360,00;2,49;3,88;2,62;3,00;100,00;65722,19;61569,00;446826,18
Estonia;EST;Europe & Central Asia;High income;2007;72,81;2,50;19980,00;4,98;4,62;4,59;3,00;92,64;75358,86;23872,72;447626,83
Panama;PAN;Latin America & Caribbean;High income;2002;75,40;20,50;5410,00;6,96;4,19;3,79;3,00;28,49;100562,79;150723,07;448063,81
Lesotho;LSO;Sub-Saharan Africa;Lower middle income;2015;51,04;30,30;650,00;9,00;9,00;23,84;3,00;38,38;171049,25;1220944,95;448728,27
Lesotho;LSO;Sub-Saharan Africa;Lower middle income;2018;53,71;28,70;730,00;10,90;7,29;22,81;3,00;44,00;169577,15;1037925,42;448950,43
Jamaica;JAM;Latin America & Caribbean;Upper middle income;2005;74,15;7,40;10560,00;4,55;4,62;11,26;3,00;28,49;71749,80;115066,87;448996,97
Estonia;EST;Europe & Central Asia;High income;2004;71,91;2,90;17020,00;5,12;4,88;10,25;3,00;92,57;84920,01;26207,89;453513,55
Mauritania;MRT;Sub-Saharan Africa;Lower middle income;2011;62,80;8,30;2460,00;2,47;2,33;9,86;2,50;28,49;105277,55;773874,33;453848,47
Oman;OMN;Middle East & North Africa;High income;2011;75,92;6,80;53620,00;2,55;3,78;3,87;3,00;28,49;169658,34;92379,33;453876,40
Lesotho;LSO;Sub-Saharan Africa;Lower middle income;2019;54,33;31,20;770,00;11,27;7,99;22,44;3,00;45,82;170550,10;1023104,35;454034,40
Liberia;LBR;Sub-Saharan Africa;Low income;2003;53,55;37,60;480,00;3,66;3,78;2,18;3,00;28,49;308828,27;1908624,74;458230,72
Jamaica;JAM;Latin America & Caribbean;Upper middle income;2006;74,14;7,70;12060,00;4,21;3,78;10,32;3,00;28,49;63848,75;120017,86;458250,40
Estonia;EST;Europe & Central Asia;High income;2003;71,32;3,30;16940,00;4,86;5,27;11,29;3,00;92,55;90757,51;26914,09;458420,82
Jamaica;JAM;Latin America & Caribbean;Upper middle income;2004;74,15;7,10;10570,00;4,80;3,91;12,21;3,00;28,49;55564,51;133694,66;459039,96
Liberia;LBR;Sub-Saharan Africa;Low income;2002;52,83;38,10;450,00;2,89;3,78;2,14;3,00;28,49;247413,39;2007778,24;460964,04
Liberia;LBR;Sub-Saharan Africa;Low income;2004;54,42;36,50;560,00;9,17;3,78;2,17;3,00;28,49;91027,35;1826646,59;462934,07
Panama;PAN;Latin America & Caribbean;High income;2003;75,57;21,00;5530,00;6,62;4,17;3,79;3,00;28,49;102998,13;147750,07;464193,79
Jamaica;JAM;Latin America & Caribbean;Upper middle income;2003;74,14;7,00;10590,00;4,22;4,26;11,73;3,00;28,49;55021,99;136178,11;466301,82
Estonia;EST;Europe & Central Asia;High income;2002;70,90;3,50;14950,00;4,70;5,43;10,03;3,00;92,58;98588,99;28265,66;466799,52
Kuwait;KWT;Middle East & North Africa;High income;2014;75,02;2,50;85570,00;2,92;4,40;2,90;3,00;100,00;67848,88;65206,73;467555,55
Liberia;LBR;Sub-Saharan Africa;Low income;2001;52,24;36,60;450,00;3,50;3,78;2,13;3,00;28,49;127482,95;2142154,71;468017,27
Mauritania;MRT;Sub-Saharan Africa;Lower middle income;2012;63,08;7,90;2730,00;2,65;2,16;9,86;2,50;28,49;108836,96;743968,61;469608,40
Jamaica;JAM;Latin America & Caribbean;Upper middle income;2002;74,14;6,90;10250,00;4,75;5,38;14,19;3,00;28,49;58446,17;145938,97;471630,37
Panama;PAN;Latin America & Caribbean;High income;2004;75,73;21,30;5610,00;6,99;3,58;3,74;3,00;28,49;100766,69;149394,30;473399,95
Estonia;EST;Europe & Central Asia;High income;2001;70,26;3,60;15380,00;4,78;5,23;13,13;3,00;92,57;105615,51;30166,86;476440,30
Mauritania;MRT;Sub-Saharan Africa;Lower middle income;2014;63,65;8,00;2900,00;3,47;3,78;10,05;3,00;28,49;106649,70;717445,72;476925,80
Mauritania;MRT;Sub-Saharan Africa;Lower middle income;2013;63,37;7,90;2590,00;2,87;2,29;9,96;2,50;28,49;111887,61;723629,75;478194,75
Jamaica;JAM;Latin America & Caribbean;Upper middle income;2001;74,14;7,40;10080,00;5,16;5,38;14,93;3,00;28,49;62811,49;153496,00;479581,12
Liberia;LBR;Sub-Saharan Africa;Low income;2005;55,39;35,80;670,00;9,68;3,78;2,19;3,00;28,49;94838,99;1756070,71;480392,15
United Arab Emirates;ARE;Middle East & North Africa;High income;2001;74,54;2,80;97200,00;2,48;3,78;2,49;3,00;28,49;144678,14;65271,91;481740,70
Panama;PAN;Latin America & Caribbean;High income;2005;75,89;21,60;7120,00;6,09;3,78;3,75;3,00;28,49;102474,10;152201,63;485199,50
Mauritania;MRT;Sub-Saharan Africa;Lower middle income;2015;63,94;8,30;3560,00;3,67;3,78;10,14;3,00;28,49;106015,29;698992,14;485736,86
Jamaica;JAM;Latin America & Caribbean;Upper middle income;2007;74,13;8,30;12020,00;5,32;5,49;9,75;3,00;28,49;75645,32;119592,23;486884,13
Slovenia;SVN;Europe & Central Asia;High income;2014;81,08;2,50;13110,00;8,50;5,29;9,67;3,00;58,32;84191,16;21276,11;487237,05
Mauritania;MRT;Sub-Saharan Africa;Lower middle income;2016;64,21;8,50;3260,00;3,10;1,94;10,26;3,00;28,49;103368,87;682418,58;488427,71
Kuwait;KWT;Middle East & North Africa;High income;2015;75,13;2,50;89020,00;4,21;4,77;2,20;3,00;100,00;73736,65;68379,47;494987,74
Slovenia;SVN;Europe & Central Asia;High income;2011;79,97;2,50;15700,00;8,54;5,54;8,17;3,00;50,17;90831,50;22613,32;496305,70
Slovenia;SVN;Europe & Central Asia;High income;2009;78,97;2,50;15510,00;8,54;5,55;5,86;3,00;45,02;94456,43;23064,57;496450,40
Liberia;LBR;Sub-Saharan Africa;Low income;2006;56,40;35,30;690,00;8,49;3,78;2,20;3,00;28,49;95820,43;1707926,37;497144,66
Oman;OMN;Middle East & North Africa;High income;2012;76,15;6,60;60550,00;2,55;3,78;3,68;3,00;28,49;181404,10;99324,53;497515,02
Slovenia;SVN;Europe & Central Asia;High income;2010;79,42;2,50;15780,00;8,57;5,55;7,24;3,00;47,57;92954,65;22791,81;497767,64
Slovenia;SVN;Europe & Central Asia;High income;2008;78,77;2,50;17360,00;7,85;5,11;4,37;3,00;42,53;97082,52;23660,99;498690,34
Slovenia;SVN;Europe & Central Asia;High income;2005;77,61;2,50;15920,00;8,00;5,60;6,51;3,00;35,41;99672,20;25694,80;499367,70
Panama;PAN;Latin America & Caribbean;High income;2006;76,06;18,50;7490,00;6,45;3,78;3,70;3,00;28,49;108880,45;153563,88;499873,58
Slovenia;SVN;Europe & Central Asia;High income;2013;80,32;2,50;14550,00;8,74;5,41;10,10;3,00;55,55;87981,98;22301,75;500001,46
Mauritania;MRT;Sub-Saharan Africa;Lower middle income;2017;64,46;8,50;3490,00;3,34;3,78;10,34;3,00;28,49;105846,74;654014,08;500493,04
Slovenia;SVN;Europe & Central Asia;High income;2016;81,18;2,50;13900,00;8,46;4,79;8,00;3,00;65,21;85807,01;21440,94;501700,25
Slovenia;SVN;Europe & Central Asia;High income;2006;78,09;2,50;16290,00;7,82;5,59;5,95;3,00;37,72;101023,82;24918,69;501720,11
Slovenia;SVN;Europe & Central Asia;High income;2012;80,12;2,50;15120,00;8,72;5,62;8,84;3,00;52,83;89844,64;22341,90;501986,72
Slovenia;SVN;Europe & Central Asia;High income;2015;80,78;2,50;13140,00;8,50;4,91;8,96;3,00;61,42;85612,92;21476,96;502403,27
Slovenia;SVN;Europe & Central Asia;High income;2007;78,56;2,50;16280,00;7,51;5,12;4,82;3,00;40,10;100177,20;24249,49;502874,93
Mauritania;MRT;Sub-Saharan Africa;Lower middle income;2018;64,70;8,60;3690,00;3,58;3,78;10,39;3,00;28,49;103300,08;640828,86;504601,56
United Arab Emirates;ARE;Middle East & North Africa;High income;2002;74,76;3,80;99150,00;2,72;3,78;2,65;3,00;74,57;152185,29;67064,59;507749,17
Panama;PAN;Latin America & Caribbean;High income;2007;76,23;16,20;7480,00;6,93;3,78;3,68;3,00;28,49;113311,24;154659,33;508045,29
Slovenia;SVN;Europe & Central Asia;High income;2017;81,03;2,50;14120,00;8,19;4,78;6,56;3,00;68,07;86588,11;21435,93;508791,41
Slovenia;SVN;Europe & Central Asia;High income;2002;76,01;2,50;15520,00;8,02;5,67;5,92;3,00;28,81;102860,42;26693,41;509671,39
Jamaica;JAM;Latin America & Caribbean;Upper middle income;2010;74,04;9,70;7480,00;5,30;6,37;12,37;3,00;28,49;65340,34;122749,22;510292,31
Slovenia;SVN;Europe & Central Asia;High income;2004;77,21;2,50;15700,00;7,94;5,64;6,01;3,00;33,14;102634,30;26362,32;510436,70
Liberia;LBR;Sub-Saharan Africa;Low income;2007;57,37;34,40;640,00;10,80;3,78;2,21;3,00;28,49;97767,81;1661382,64;511856,88
Mauritania;MRT;Sub-Saharan Africa;Lower middle income;2019;64,93;9,20;3950,00;3,30;1,82;10,39;3,00;28,49;102403,25;626351,46;512329,29
Slovenia;SVN;Europe & Central Asia;High income;2003;76,86;2,50;15410,00;8,10;5,70;6,48;3,00;30,95;104388,95;26656,58;513516,48
Slovenia;SVN;Europe & Central Asia;High income;2018;81,38;2,50;14070,00;8,28;4,94;5,11;3,00;69,23;85605,49;21445,60;515164,00
Oman;OMN;Middle East & North Africa;High income;2013;76,39;6,60;63010,00;2,79;4,98;3,62;3,00;28,49;177920,95;103489,15;516079,05
Slovenia;SVN;Europe & Central Asia;High income;2001;75,76;2,50;15380,00;7,88;5,76;5,68;3,00;26,72;104446,68;27472,90;516992,02
Jamaica;JAM;Latin America & Caribbean;Upper middle income;2012;74,00;9,70;6960,00;4,89;6,11;13,93;3,00;28,49;54766,46;115878,61;520099,44
Kuwait;KWT;Middle East & North Africa;High income;2016;75,22;2,50;91550,00;4,73;5,85;2,16;3,00;100,00;72940,81;67637,51;520373,14
Slovenia;SVN;Europe & Central Asia;High income;2019;81,53;2,50;13600,00;8,52;3,78;4,45;3,00;70,39;83176,33;21463,76;520966,97
Jamaica;JAM;Latin America & Caribbean;Upper middle income;2008;74,10;9,00;9620,00;5,61;6,19;10,59;3,00;28,49;79891,36;120289,82;523341,98
Panama;PAN;Latin America & Caribbean;High income;2008;76,41;14,10;7300,00;6,85;3,50;3,74;3,00;28,49;123813,63;155421,79;523750,21
Jamaica;JAM;Latin America & Caribbean;Upper middle income;2013;74,01;9,70;7400,00;4,95;6,25;15,25;3,00;28,49;52078,89;114525,98;524681,84
Oman;OMN;Middle East & North Africa;High income;2014;76,63;7,10;66390,00;3,53;3,78;3,54;3,00;28,49;171264,85;105540,75;524807,70
Liberia;LBR;Sub-Saharan Africa;Low income;2008;58,23;32,90;540,00;9,01;1,70;2,23;3,00;28,49;101116,39;1624877,02;525751,92
Albania;ALB;Europe & Central Asia;Upper middle income;2001;74,29;4,90;3230,00;7,14;3,46;18,58;3,00;40,52;117081,67;140894,78;532324,75
Jamaica;JAM;Latin America & Caribbean;Upper middle income;2011;74,01;9,90;7530,00;5,24;6,27;12,70;3,00;28,49;73257,79;115723,27;532734,90
United Arab Emirates;ARE;Middle East & North Africa;High income;2003;74,97;5,10;103820,00;2,65;3,78;2,75;3,00;74,57;158023,12;68604,42;533947,14
Panama;PAN;Latin America & Caribbean;High income;2009;76,60;12,40;8700,00;7,00;3,78;3,85;3,00;28,49;129379,61;156537,00;537968,10
Jamaica;JAM;Latin America & Caribbean;Upper middle income;2009;74,07;9,60;7880,00;5,15;6,20;11,36;3,00;28,49;94301,06;115106,24;539363,79
Albania;ALB;Europe & Central Asia;Upper middle income;2002;74,58;6,10;3760,00;6,91;3,12;17,90;3,00;40,81;111169,56;128986,61;544332,18
Oman;OMN;Middle East & North Africa;High income;2015;76,89;8,10;70130,00;4,30;3,78;3,39;3,00;28,49;169320,23;108897,75;544615,30
Kuwait;KWT;Middle East & North Africa;High income;2017;75,31;2,50;90730,00;4,65;6,37;2,20;3,00;100,00;75910,61;68669,19;547844,58
Albania;ALB;Europe & Central Asia;Upper middle income;2007;75,65;8,30;4140,00;6,32;3,28;15,97;3,00;42,89;86920,57;83150,85;548036,71
Panama;PAN;Latin America & Caribbean;High income;2010;76,79;10,90;9190,00;7,09;3,78;3,72;3,00;28,49;127236,42;159458,92;549793,23
Liberia;LBR;Sub-Saharan Africa;Low income;2009;58,97;33,10;540,00;9,41;3,78;2,25;3,00;28,49;105251,21;1604635,56;550813,11
Jamaica;JAM;Latin America & Caribbean;Upper middle income;2014;74,04;9,30;7190,00;5,17;6,02;13,74;3,00;28,49;52662,48;116391,56;555394,71
Albania;ALB;Europe & Central Asia;Upper middle income;2008;75,91;7,30;4080,00;5,14;3,78;13,06;3,00;43,38;86437,79;78053,44;555768,28
Albania;ALB;Europe & Central Asia;Upper middle income;2009;76,22;6,30;4220,00;4,60;3,78;13,67;3,00;43,84;80509,96;72799,63;556687,48
Albania;ALB;Europe & Central Asia;Upper middle income;2006;75,42;8,80;4010,00;6,01;3,19;15,63;2,50;42,39;89182,27;90917,84;557300,83
Albania;ALB;Europe & Central Asia;Upper middle income;2010;76,56;5,80;4450,00;4,75;3,78;14,09;3,00;44,30;81439,75;68800,04;560636,42
United Arab Emirates;ARE;Middle East & North Africa;High income;2004;75,17;6,90;110010,00;2,46;3,78;2,91;3,00;74,57;166721,14;69572,29;562289,69
Jamaica;JAM;Latin America & Caribbean;Upper middle income;2015;74,10;9,70;7090,00;5,62;5,46;13,51;3,00;28,49;57320,15;112595,46;563653,30
Albania;ALB;Europe & Central Asia;Upper middle income;2003;74,83;7,50;4070,00;7,06;3,14;16,99;3,00;41,09;106457,80;118886,92;564357,62
Panama;PAN;Latin America & Caribbean;High income;2011;76,99;9,10;9990,00;6,59;3,16;2,38;3,00;28,49;127644,06;157962,31;567250,29
Albania;ALB;Europe & Central Asia;Upper middle income;2005;75,23;8,90;4030,00;6,34;3,28;15,97;3,00;41,88;94241,87;99241,18;568930,66
Jamaica;JAM;Latin America & Caribbean;Upper middle income;2016;74,18;9,30;7570,00;5,70;5,31;13,19;3,00;28,49;59047,24;110316,12;570273,44
Albania;ALB;Europe & Central Asia;Upper middle income;2004;75,04;8,60;4250,00;6,77;3,23;16,31;3,00;41,36;102317,30;108336,45;570380,53
Oman;OMN;Middle East & North Africa;High income;2016;77,14;8,40;72130,00;4,36;3,78;3,27;3,00;28,49;173799,88;113302,97;571141,02
Albania;ALB;Europe & Central Asia;Upper middle income;2011;76,91;5,40;4850,00;4,80;3,08;13,48;3,00;44,73;80572,20;66856,83;571613,21
North Macedonia;MKD;Europe & Central Asia;Upper middle income;2001;73,44;7,50;8920,00;8,38;3,78;30,52;3,00;12,90;75058,95;47316,94;575029,88
Liberia;LBR;Sub-Saharan Africa;Low income;2010;59,60;34,50;730,00;8,95;3,78;2,27;3,00;28,49;111381,46;1596682,54;575941,18
Kuwait;KWT;Middle East & North Africa;High income;2018;75,40;2,50;91390,00;5,10;6,39;2,16;3,00;100,00;78572,05;69544,88;577248,65
